ссылка;адрес;район;город;площадь;цена;дата публикации
https://n1.ru/view/27830069/;2-к, Воскресенская, 101 3к;Октябрьский округ, Привокзальный;Архангельск;44 м2;2 970 000 ;03.10.2018
https://n1.ru/view/27509553/;2-к, Авиационная, 2;Октябрьский округ, Талажский авиагородок;Архангельск;43 м2;1 500 000 ;06.09.2018
https://n1.ru/view/27247021/;2-к, Тимме, 19 3к;Октябрьский округ, Привокзальный;Архангельск;54 м2;3 880 000 ;19.08.2018
https://n1.ru/view/25583658/;2-к, Авиаторов, 5;Октябрьский округ;Архангельск;44 м2;1 600 000 ;17.04.2018
https://n1.ru/view/25478572/;2-к, Логинова, 53;Октябрьский округ, Центр;Архангельск;50 м2;4 470 000 ;11.04.2018
https://n1.ru/view/27857390/;2-к, Гайдара, 46;Октябрьский округ, Центр;Архангельск;50 м2;4 300 000 ;05.10.2018
https://n1.ru/view/28688125/;2-к, Новгородский проспект, 158;Октябрьский округ, Центр;Архангельск;50 м2;3 940 000 ;12.12.2018
https://n1.ru/view/26468388/;2-к, Вологодская, 24;Октябрьский округ, Центр;Архангельск;42 м2;2 750 000 ;22.06.2018
https://n1.ru/view/28518246/;2-к, Обводный Канал проспект, 76;Октябрьский округ, Центр;Архангельск;33 м2;3 680 000 ;29.11.2018
https://n1.ru/view/27542099/;2-к, Логинова, 51;Октябрьский округ, Центр;Архангельск, ;72 м2;6 800 000 ;10.09.2018
https://n1.ru/view/25785426/;2-к, Ломоносова проспект, 202 к1;Октябрьский округ, Центр;Архангельск;44 м2;3 170 000 ;30.04.2018
https://n1.ru/view/23274770/;2-к, Логинова, 51;Октябрьский округ, Центр;Архангельск, ;53 м2;4 990 000 ;14.12.2017
https://n1.ru/view/28714165/;2-к, Логинова, 20;Октябрьский округ, Центр;Архангельск;46 м2;4 380 000 ;14.12.2018
https://n1.ru/view/28714124/;2-к, Дзержинского проспект, 15;Октябрьский округ, Привокзальный;Архангельск;57 м2;3 540 000 ;14.12.2018
https://n1.ru/view/28714116/;2-к, Теснанова, 18 корп. 2;Октябрьский округ;Архангельск;46 м2;3 600 000 ;14.12.2018
https://n1.ru/view/28714108/;2-к, Авиационная, 11;Октябрьский округ, Талажский авиагородок;Архангельск;47 м2;2 350 000 ;14.12.2018
https://n1.ru/view/28714102/;2-к, Новгородский проспект, 175;Октябрьский округ, Центр;Архангельск;46 м2;4 380 000 ;14.12.2018
https://n1.ru/view/28714090/;2-к, Авиационная, 11;Октябрьский округ, Талажский авиагородок;Архангельск;47 м2;2 350 000 ;14.12.2018
https://n1.ru/view/28714091/;2-к, Гагарина, 11;Октябрьский округ;Архангельск;44 м2;2 490 000 ;14.12.2018
https://n1.ru/view/28635241/;2-к, Воскресенская, 55;Октябрьский округ, Центр;Архангельск, ;88 м2;7 500 000 ;08.12.2018
https://n1.ru/view/28477492/;2-к, Обводный Канал проспект, 69;Октябрьский округ, Центр;Архангельск;46 м2;3 600 000 ;27.11.2018
https://n1.ru/view/28399900/;2-к, Тимме, 22;Октябрьский округ, Привокзальный;Архангельск;45 м2;3 070 000 ;20.11.2018
https://n1.ru/view/27880390/;2-к, Тимме, 19 корп. 3;Октябрьский округ, Привокзальный;Архангельск;54 м2;3 880 000 ;08.10.2018
https://n1.ru/view/26087356/;2-к, Воскресенская, 55;Октябрьский округ, Центр;Архангельск, ;67 м2;5 050 000 ;24.05.2018
https://n1.ru/view/24097929/;2-к, Логинова, 20;Октябрьский округ, Центр;Архангельск;45 м2;4 380 000 ;25.01.2018
https://n1.ru/view/27901290/;2-к, Свободы, 53;Октябрьский округ, Центр;Архангельск;68 м2;6 990 000 ;10.10.2018
https://n1.ru/view/28713701/;2-к, Воскресенская, 14;Октябрьский округ, Центр;Архангельск;78 м2;7 600 000 ;14.12.2018
https://n1.ru/view/28713733/;2-к, Троицкий проспект, 121 корп. 1;Октябрьский округ, Центр;Архангельск;43 м2;2 800 000 ;14.12.2018
https://n1.ru/view/28713730/;2-к, Троицкий проспект, 121 корп. 1;Октябрьский округ, Центр;Архангельск;43 м2;2 750 000 ;14.12.2018
https://n1.ru/view/27215581/;2-к, В.И.Ленина площадь, 2;Октябрьский округ, Центр;Архангельск;48 м2;3 699 000 ;15.08.2018
https://n1.ru/view/28155245/;2-к, Тимме, 18 1к;Октябрьский округ, Привокзальный;Архангельск;43 м2;2 770 000 ;29.10.2018
https://n1.ru/view/28362212/;2-к, Суворова, 11 2к;Октябрьский округ, Центр;Архангельск, ;41 м2;2 870 000 ;16.11.2018
https://n1.ru/view/26764745/;2-к, Гайдара, 2 1к;Октябрьский округ, Центр;Архангельск;100 м2;9 500 000 ;12.07.2018
https://n1.ru/view/28626744/;2-к, Суфтина, 33 1к;Октябрьский округ, Центр;Архангельск;41 м2;3 390 000 ;07.12.2018
https://n1.ru/view/28388359/;2-к, Троицкий проспект, 160;Октябрьский округ, Центр;Архангельск;51 м2;4 100 000 ;19.11.2018
https://n1.ru/view/28228790/;2-к, Дзержинского проспект, 29;Октябрьский округ;Архангельск;51 м2;3 570 000 ;06.11.2018
https://n1.ru/view/28193844/;2-к, Гагарина, 50;Октябрьский округ, Привокзальный;Архангельск;44 м2;3 150 000 ;01.11.2018
https://n1.ru/view/28130790/;2-к, Садовая, 18;Октябрьский округ, Центр;Архангельск;75 м2;5 780 000 ;27.10.2018
https://n1.ru/view/28056829/;2-к, Дзержинского проспект, 25 2к;Октябрьский округ;Архангельск;45 м2;3 150 000 ;22.10.2018
https://n1.ru/view/27359323/;2-к, Попова, 16;Октябрьский округ, Центр;Архангельск;70 м2;6 950 000 ;30.08.2018
https://n1.ru/view/27042103/;2-к, Авиационная, 5;Октябрьский округ;Архангельск;42 м2;1 600 000 ;03.08.2018
https://n1.ru/view/28713257/;2-к, Бадигина проезд, 24;Октябрьский округ;Архангельск;46 м2;3 650 000 ;14.12.2018
https://n1.ru/view/28713190/;2-к, Ломоносова проспект, 222;Октябрьский округ, Центр;Архангельск;48 м2;3 200 000 ;14.12.2018
https://n1.ru/view/28704691/;2-к, Ломоносова проспект, 214 1к;Октябрьский округ, Центр;Архангельск;44 м2;3 100 000 ;13.12.2018
https://n1.ru/view/28381816/;2-к, Теснанова, 18 2к;Октябрьский округ;Архангельск;46 м2;3 600 000 ;19.11.2018
https://n1.ru/view/27927399/;2-к, В.И.Ленина площадь, 2;Октябрьский округ, Центр;Архангельск;49 м2;3 880 000 ;12.10.2018
https://n1.ru/view/27888684/;2-к, Обводный Канал проспект, 48;Октябрьский округ, Центр;Архангельск;42 м2;2 690 000 ;09.10.2018
https://n1.ru/view/26443675/;2-к, Воскресенская, 59;Октябрьский округ, Центр;Архангельск, ;60 м2;6 000 000 ;20.06.2018
https://n1.ru/view/23404634/;2-к, Воскресенская, 59;Октябрьский округ, Центр;Архангельск, ;59 м2;4 650 000 ;21.12.2017
https://n1.ru/view/28288721/;2-к, Ломоносова проспект, 154;Октябрьский округ, Центр;Архангельск;68 м2;7 999 000 ;10.11.2018
https://n1.ru/view/28156091/;2-к, Вологодская, 30;Октябрьский округ, Центр;Архангельск, ;39 м2;4 050 000 ;30.10.2018
https://n1.ru/view/19327529/;2-к, Советских Космонавтов проспект, 180;Октябрьский округ, Центр;Архангельск;111 м2;9 500 000 ;20.07.2017
https://n1.ru/view/27146007/;2-к, Дзержинского проспект, 21 1к;Октябрьский округ, Привокзальный;Архангельск;60 м2;3 980 000 ;10.08.2018
https://n1.ru/view/28667455/;2-к, Садовая, 18;Октябрьский округ, Центр;Архангельск;79 м2;5 990 000 ;11.12.2018
https://n1.ru/view/28455131/;2-к, Воскресенская, 105;Октябрьский округ, Привокзальный;Архангельск;51 м2;3 480 000 ;26.11.2018
https://n1.ru/view/28441575/;2-к, Гайдара, 42;Октябрьский округ, Центр;Архангельск;61 м2;3 800 000 ;24.11.2018
https://n1.ru/view/27965416/;2-к, Логинова, 4;Октябрьский округ, Центр;Архангельск;44 м2;3 300 000 ;16.10.2018
https://n1.ru/view/27791416/;2-к, Ломоносова проспект, 265 корп. 1;Октябрьский округ, Центр;Архангельск;44 м2;2 780 000 ;30.09.2018
https://n1.ru/view/27286900/;2-к, Дзержинского проспект, 15;Октябрьский округ, Привокзальный;Архангельск;57 м2;3 490 000 ;23.08.2018
https://n1.ru/view/27216304/;2-к, Гайдара, 2 корп. 1;Октябрьский округ, Центр;Архангельск;100 м2;9 500 000 ;16.08.2018
https://n1.ru/view/27136784/;2-к, В.И.Ленина площадь, 2;Октябрьский округ, Центр;Архангельск;48 м2;4 900 000 ;10.08.2018
https://n1.ru/view/25222807/;2-к, Троицкий проспект, 102;Октябрьский округ, Центр;Архангельск;45 м2;3 320 000 ;30.03.2018
https://n1.ru/view/23024910/;2-к, Новгородский проспект, 153;Октябрьский округ, Центр;Архангельск;52 м2;4 350 000 ;02.12.2017
https://n1.ru/view/28552762/;2-к, Тимме, 19 3к;Октябрьский округ, Привокзальный;Архангельск;52 м2;3 750 000 ;02.12.2018
https://n1.ru/view/28520382/;2-к, Авиационная, 7;Октябрьский округ, Талажский авиагородок;Архангельск;41 м2;2 360 000 ;29.11.2018
https://n1.ru/view/28494701/;2-к, Ломоносова проспект, 152;Октябрьский округ, Центр;Архангельск, ;66 м2;7 500 000 ;28.11.2018
https://n1.ru/view/28237256/;2-к, Воскресенская, 61;Октябрьский округ, Центр;Архангельск;58 м2;4 645 500 ;06.11.2018
https://n1.ru/view/28161973/;2-к, Ломоносова проспект, 278;Октябрьский округ, Центр;Архангельск;43 м2;2 670 000 ;30.10.2018
https://n1.ru/view/26863836/;2-к, Воскресенская, 61;Октябрьский округ, Центр;Архангельск;52 м2;4 265 500 ;19.07.2018
https://n1.ru/view/28665094/;2-к, Садовая, 43;Октябрьский округ, Центр;Архангельск;56 м2;3 530 000 ;11.12.2018
https://n1.ru/view/28603655/;2-к, Воскресенская, 101;Октябрьский округ, Привокзальный;Архангельск;50 м2;3 650 000 ;06.12.2018
https://n1.ru/view/28531809/;2-к, Садовая, 43;Октябрьский округ, Центр;Архангельск;55 м2;4 280 000 ;30.11.2018
https://n1.ru/view/28494889/;2-к, Садовая, 43;Октябрьский округ, Центр;Архангельск;45 м2;3 590 000 ;28.11.2018
https://n1.ru/view/28494878/;2-к, Воскресенская, 105 корп. 4;Октябрьский округ, Привокзальный;Архангельск;47 м2;3 200 000 ;28.11.2018
https://n1.ru/view/28436745/;2-к, Ломоносова проспект, 194;Октябрьский округ, Центр;Архангельск;41 м2;3 400 000 ;23.11.2018
https://n1.ru/view/28436748/;2-к, Попова, 32;Октябрьский округ, Центр;Архангельск;54 м2;4 980 000 ;23.11.2018
https://n1.ru/view/28424900/;2-к, Воскресенская, 116 корп. 2;Октябрьский округ, Привокзальный;Архангельск;51 м2;3 390 000 ;22.11.2018
https://n1.ru/view/28665083/;2-к, Попова, 32;Октябрьский округ, Центр;Архангельск;60 м2;5 850 000 ;11.12.2018
https://n1.ru/view/28361176/;2-к, В.И.Ленина площадь, 2;Октябрьский округ, Центр;Архангельск;53 м2;4 800 000 ;16.11.2018
https://n1.ru/view/28312585/;2-к, Троицкий проспект, 81;Октябрьский округ, Центр;Архангельск;41 м2;3 300 000 ;13.11.2018
https://n1.ru/view/28288418/;2-к, Воскресенская, 61;Октябрьский округ, Центр;Архангельск;59 м2;4 760 000 ;10.11.2018
https://n1.ru/view/28214213/;2-к, Обводный Канал проспект, 48;Октябрьский округ, Центр;Архангельск;43 м2;2 800 000 ;03.11.2018
https://n1.ru/view/28063986/;2-к, Садовая, 43;Октябрьский округ, Центр;Архангельск;43 м2;3 440 000 ;23.10.2018
https://n1.ru/view/28063987/;2-к, Садовая, 43;Октябрьский округ, Центр;Архангельск;43 м2;3 480 000 ;23.10.2018
https://n1.ru/view/28063964/;2-к, Воскресенская, 61;Октябрьский округ, Центр;Архангельск;54 м2;4 360 000 ;23.10.2018
https://n1.ru/view/27910656/;2-к, Садовая, 43;Октябрьский округ, Центр;Архангельск;43 м2;3 340 000 ;11.10.2018
https://n1.ru/view/27864165/;2-к, Гагарина, 14 корп. 2;Октябрьский округ, Центр;Архангельск;50 м2;3 980 000 ;06.10.2018
https://n1.ru/view/27722286/;2-к, Садовая, 43;Октябрьский округ, Центр;Архангельск;54 м2;4 294 000 ;25.09.2018
https://n1.ru/view/27722285/;2-к, Садовая, 43;Октябрьский округ, Центр;Архангельск;45 м2;3 268 000 ;25.09.2018
https://n1.ru/view/27722287/;2-к, Садовая, 43;Октябрьский округ, Центр;Архангельск;55 м2;4 066 000 ;25.09.2018
https://n1.ru/view/28559521/;2-к, Ломоносова проспект, 154;Октябрьский округ, Центр;Архангельск;60 м2;5 600 000 ;03.12.2018
https://n1.ru/view/27244367/;2-к, В.И.Ленина площадь, 2;Октябрьский округ, Центр;Архангельск;53 м2;4 800 000 ;18.08.2018
https://n1.ru/view/26908138/;2-к, Северной Двины набережная, 121 корп. 1;Октябрьский округ, Центр;Архангельск;43 м2;4 380 000 ;24.07.2018
https://n1.ru/view/26908142/;2-к, Северной Двины набережная, 121 корп. 1;Октябрьский округ, Центр;Архангельск;57 м2;5 710 000 ;24.07.2018
https://n1.ru/view/26658182/;2-к, Северной Двины набережная, 121 корп. 1;Октябрьский округ, Центр;Архангельск;77 м2;8 420 000 ;05.07.2018
https://n1.ru/view/26658183/;2-к, Северной Двины набережная, 121 корп. 1;Октябрьский округ, Центр;Архангельск;57 м2;5 330 000 ;05.07.2018
https://n1.ru/view/26658181/;2-к, Северной Двины набережная, 121 корп. 1;Октябрьский округ, Центр;Архангельск;88 м2;8 050 000 ;05.07.2018
https://n1.ru/view/26658180/;2-к, Северной Двины набережная, 121 корп. 1;Октябрьский округ, Центр;Архангельск;43 м2;4 170 000 ;05.07.2018
https://n1.ru/view/26572729/;2-к, Комсомольская, 43;Октябрьский округ, Центр;Архангельск;42 м2;3 175 000 ;30.06.2018
https://n1.ru/view/24873134/;2-к, Самойло, 8;Октябрьский округ, Центр;Архангельск;44 м2;2 820 000 ;08.03.2018
https://n1.ru/view/24873126/;2-к, Садовая, 56;Октябрьский округ, Центр;Архангельск;50 м2;3 890 000 ;08.03.2018
https://n1.ru/view/24465842/;2-к, Ломоносова проспект, 154;Октябрьский округ, Центр;Архангельск;68 м2;8 000 000 ;13.02.2018
https://n1.ru/view/28162730/;2-к, Попова, 32;Октябрьский округ, Центр;Архангельск;62 м2;5 640 000 ;30.10.2018
https://n1.ru/view/28401834/;2-к, Ломоносова проспект, 194;Октябрьский округ, Центр;Архангельск;44 м2;3 060 000 ;20.11.2018
https://n1.ru/view/28291408/;2-к, Новгородский проспект, 186;Октябрьский округ, Центр;Архангельск;45 м2;3 000 000 ;11.11.2018
https://n1.ru/view/28278072/;2-к, Авиационная, 12;Октябрьский округ, Талажский авиагородок;Архангельск;43 м2;2 000 000 ;09.11.2018
https://n1.ru/view/28232693/;2-к, Попова, 21;Октябрьский округ, Центр;Архангельск;44 м2;3 200 000 ;06.11.2018
https://n1.ru/view/28193076/;2-к, Ломоносова проспект, 194;Октябрьский округ, Центр;Архангельск;43 м2;3 200 000 ;01.11.2018
https://n1.ru/view/27679821/;2-к, Ломоносова проспект, 289 1к;Октябрьский округ, Центр;Архангельск;41 м2;2 990 000 ;20.09.2018
https://n1.ru/view/27653251/;2-к, Комсомольская, 11;Октябрьский округ, Центр;Архангельск;41 м2;2 990 000 ;19.09.2018
https://n1.ru/view/27624951/;2-к, Воскресенская, 55;Октябрьский округ, Центр;Архангельск, ;65 м2;6 400 000 ;16.09.2018
https://n1.ru/view/26235116/;2-к, В.И.Ленина площадь, 2;Октябрьский округ, Центр;Архангельск;53 м2;3 400 000 ;04.06.2018
https://n1.ru/view/22986528/;2-к, Ломоносова проспект, 154;Октябрьский округ, Центр;Архангельск;68 м2;8 000 000 ;01.12.2017
https://n1.ru/view/27581945/;2-к, Воскресенская, 61;Октябрьский округ, Центр;Архангельск;59 м2;4 500 000 ;13.09.2018
https://n1.ru/view/28513465/;2-к, Вологодская, 40;Октябрьский округ, Центр;Архангельск;43 м2;2 900 000 ;29.11.2018
https://n1.ru/view/26005393/;2-к, Обводный Канал проспект, 58;Октябрьский округ, Центр;Архангельск;52 м2;3 400 000 ;17.05.2018
https://n1.ru/view/25932727/;2-к, Воскресенская, 118;Октябрьский округ, Привокзальный;Архангельск;47 м2;3 750 000 ;11.05.2018
https://n1.ru/view/25214399/;2-к, Обводный Канал проспект, 58;Октябрьский округ, Центр;Архангельск;47 м2;3 400 000 ;29.03.2018
https://n1.ru/view/28411225/;2-к, Тимме, 22 к2;Октябрьский округ, Привокзальный;Архангельск;46 м2;2 960 000 ;21.11.2018
https://n1.ru/view/27473750/;2-к, Карла Либкнехта, 18;Октябрьский округ, Центр;Архангельск;50 м2;4 160 000 ;04.09.2018
https://n1.ru/view/28135832/;2-к, Воскресенская, 14;Октябрьский округ, Центр;Архангельск;78 м2;7 590 000 ;27.10.2018
https://n1.ru/view/28448041/;2-к, Свободы, 24;Октябрьский округ, Центр;Архангельск;69 м2;6 300 000 ;24.11.2018
https://n1.ru/view/28453956/;2-к, Гайдара, 50;Октябрьский округ, Центр;Архангельск;51 м2;3 800 000 ;25.11.2018
https://n1.ru/view/28650693/;2-к, Попова, 27;Октябрьский округ, Центр;Архангельск;43 м2;2 800 000 ;10.12.2018
https://n1.ru/view/28346473/;2-к, Розинга, 6;Октябрьский округ;Архангельск;45 м2;3 650 000 ;15.11.2018
https://n1.ru/view/28206304/;2-к, Гайдара, 2 1к;Октябрьский округ, Центр;Архангельск;79 м2;6 150 000 ;02.11.2018
https://n1.ru/view/27821948/;2-к, Садовая, 38;Октябрьский округ, Центр;Архангельск;29 м2;1 740 000 ;03.10.2018
https://n1.ru/view/24386345/;2-к, Гайдара, 2к1;Октябрьский округ, Центр;Архангельск;100 м2;9 500 000 ;08.02.2018
https://n1.ru/view/28288684/;2-к, Садовая, 56;Октябрьский округ, Центр;Архангельск;50 м2;3 970 000 ;10.11.2018
https://n1.ru/view/27333405/;2-к, Садовая, 18;Октябрьский округ, Центр;Архангельск;79 м2;5 990 000 ;27.08.2018
https://n1.ru/view/28254288/;2-к, Новгородский проспект, 164;Октябрьский округ, Центр;Архангельск;52 м2;3 460 000 ;08.11.2018
https://n1.ru/view/26693040/;2-к, Гагарина, 61;Ломоносовский округ, Привокзальный;Архангельск;45 м2;3 450 000 ;06.07.2018
https://n1.ru/view/27131551/;2-к, Обводный Канал проспект, 14;Ломоносовский округ, Центр;Архангельск;47 м2;2 890 000 ;09.08.2018
https://n1.ru/view/27947105/;2-к, Тимме, 10;Ломоносовский округ, Привокзальный;Архангельск;45 м2;2 960 000 ;15.10.2018
https://n1.ru/view/28141047/;2-к, Воскресенская, 112;Ломоносовский округ, Привокзальный;Архангельск;48 м2;3 790 000 ;28.10.2018
https://n1.ru/view/28703505/;2-к, Северной Двины набережная, 71;Ломоносовский округ, Центр;Архангельск, ;48 м2;4 100 000 ;13.12.2018
https://n1.ru/view/28667587/;2-к, Урицкого, 49 1к;Ломоносовский округ, Центр;Архангельск;50 м2;3 400 000 ;11.12.2018
https://n1.ru/view/28574878/;2-к, Поморская, 34;Ломоносовский округ, Центр;Архангельск;61 м2;5 590 000 ;04.12.2018
https://n1.ru/view/27581936/;2-к, Воскресенская, 61;Октябрьский округ, Центр;Архангельск;59 м2;4 500 000 ;13.09.2018
https://n1.ru/view/27105926/;2-к, Авиационная, 7;Октябрьский округ, Талажский авиагородок;Архангельск;44 м2;1 690 000 ;07.08.2018
https://n1.ru/view/28252571/;2-к, Логинова, 26;Октябрьский округ, Центр;Архангельск;44 м2;2 800 000 ;07.11.2018
https://n1.ru/view/28462088/;2-к, Вологодская, 41;Октябрьский округ, Центр;Архангельск;46 м2;3 450 000 ;26.11.2018
https://n1.ru/view/27121395/;2-к, Карла Маркса, 13;Октябрьский округ, Центр;Архангельск;51 м2;3 300 000 ;09.08.2018
https://n1.ru/view/28450038/;2-к, Обводный Канал проспект, 69;Октябрьский округ, Центр;Архангельск;46 м2;3 200 000 ;25.11.2018
https://n1.ru/view/28019318/;2-к, Аэропорт Архангельск территория, 7;Октябрьский округ, Талажский авиагородок;Архангельск;45 м2;2 000 000 ;18.10.2018
https://n1.ru/view/27975175/;2-к, Гагарина, 61;Октябрьский округ;Архангельск;48 м2;3 390 000 ;16.10.2018
https://n1.ru/view/28155975/;2-к, Попова, 19;Октябрьский округ, Центр;Архангельск;51 м2;4 000 000 ;30.10.2018
